Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Debuff :: Shadow Mantle
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<target>.*) [areis]+ (?<type>surround)ed by a (?<source>.*)[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:20:03 : surround   : fiery aura                : Demon Overseer            :                           :              :              :       
16:20:03 : surround   : protective shield         : vVv                       :                           :              :              :       
16:20:04 : surround   : black mantle              : ChopSuey                  :                           :              :              :       
16:20:05 : surround   : black mantle              : Warrior                   :                           :              :              :       
16:20:06 : surround   : protective shield         : Apocla                    :                           :              :              :       
16:20:07 : surround   : black mantle              : vVv                       :                           :              :              :       
16:20:08 : surround   : fiery aura                : Demon Overseer            :                           :              :              :       
16:20:09 : surround   : protective shield         : Jaye                      :                           :              :              :       
16:20:10 : surround   : black mantle              : Sax                       :                           :              :              :       
16:20:12 : surround   : black mantle              : Jill                      :                           :              :              :       
16:20:16 : surround   : black mantle              : Sax                       :                           :              :              :       
16:20:18 : surround   : black mantle              : Sax                       :                           :              :              :       
16:20:21 : surround   : black mantle              : PonyV                     :                           :              :              :       
16:20:23 : surround   : black mantle              : Sax                       :                           :              :              :       
16:20:25 : surround   : black mantle              : Sax                       :                           :              :              :       
16:20:26 : surround   : fiery aura                : Demon Overseer            :                           :              :              :       
16:20:29 : surround   : fiery aura                : Demon Overseer            :                           :              :              :       
16:20:37 : surround   : protective shield         : PooTTang                  :                           :              :              :       
16:20:38 : surround   : protective shield         : vVv                       :                           :              :              :       
16:20:39 : surround   : protective shield         : PooTTang                  :                           :              :              :       
16:20:39 : surround   : black mantle              : Qwert                     :                           :              :              :       
16:20:40 : surround   : protective shield         : vVv                       :                           :              :              :       
16:20:41 : surround   : black mantle              : Qwert                     :                           :              :              :       
16:20:43 : surround   : protective shield         : vVv                       :                           :              :              :       
16:20:44 : surround   : black mantle              : Qwert                     :                           :              :              :       
16:20:44 : surround   : protective shield         : PooTTang                  :                           :              :              :       
16:20:45 : surround   : black mantle              : ANGLER                    :                           :              :              :       
16:20:46 : surround   : black mantle              : vVv                       :                           :              :              :       
16:21:04 : surround   : protective shield         : PooTTang                  :                           :              :              :       
16:21:32 : surround   : black mantle              : tickles                   :                           :              :              :       
16:21:33 : surround   : protective shield         : JLASC                     :                           :              :              :       
16:21:34 : surround   : black mantle              : Uther                     :                           :              :              :       
16:21:38 : surround   : black mantle              : Uther                     :                           :              :              :       
16:21:40 : surround   : black mantle              : Uther                     :                           :              :              :       
16:21:43 : surround   : black mantle              : Uther                     :                           :              :              :       
16:21:45 : surround   : black mantle              : Soda                      :                           :              :              :       
16:21:48 : surround   : black mantle              : Soda                      :                           :              :              :       
16:21:50 : surround   : protective shield         : JLASC                     :                           :              :              :       
16:22:28 : surround   : mystic shield             : nnao                      :                           :              :              :       
16:22:30 : surround   : black mantle              : TOGNAAR                   :                           :              :              :       
16:22:31 : surround   : black mantle              : YOU                       :                           :              :              :       
16:22:33 : surround   : black mantle              : TOGNAAR                   :                           :              :              :       
16:22:33 : surround   : black mantle              : TOGNAAR                   :                           :              :              :       
16:22:34 : surround   : black mantle              : Sax                       :                           :              :              :       
16:22:36 : surround   : black mantle              : Sax                       :                           :              :              :       
16:22:37 : surround   : black mantle              : Sax                       :                           :              :              :       
16:22:40 : surround   : black mantle              : TOGNAAR                   :                           :              :              :       
16:22:41 : surround   : black mantle              : tickles                   :                           :              :              :       
16:22:58 : surround   : protective shield         : Jenny                     :                           :              :              :       
16:23:00 : surround   : protective shield         : Styledrain                :                           :              :              :       
16:23:00 : surround   : protective shield         : Hold                      :                           :              :              :       
16:23:00 : surround   : protective shield         : vVv                       :                           :              :              :       
16:23:00 : surround   : protective shield         : Mantle                    :                           :              :              :       
16:23:01 : surround   : protective shield         : Styledrain                :                           :              :              :       
16:23:02 : surround   : black mantle              : champagne                 :                           :              :              :       
16:23:02 : surround   : protective shield         : Mantle                    :                           :              :              :       
16:23:03 : surround   : black mantle              : Dhampir                   :                           :              :              :       
16:23:04 : surround   : black mantle              : Hold                      :                           :              :              :       
16:23:05 : surround   : black mantle              : Dhampir                   :                           :              :              :       
16:23:08 : surround   : black mantle              : Styledrain                :                           :              :              :       
16:23:08 : surround   : black mantle              : LilDoof                   :                           :              :              :       
16:23:08 : surround   : black mantle              : LilDoof                   :                           :              :              :       
16:23:08 : surround   : protective shield         : champagne                 :                           :              :              :       
16:23:09 : surround   : black mantle              : LilDoof                   :                           :              :              :       
16:23:09 : surround   : black mantle              : LilDoof                   :                           :              :              :       
16:23:10 : surround   : black mantle              : Warrior                   :                           :              :              :       
16:23:10 : surround   : black mantle              : YOU                       :                           :              :              :       
16:23:10 : surround   : black mantle              : Ham                       :                           :              :              :       
16:23:12 : surround   : black mantle              : ShiftyInc                 :                           :              :              :       
16:23:12 : surround   : black mantle              : ShiftyInc                 :                           :              :              :       
16:23:13 : surround   : black mantle              : ShiftyInc                 :                           :              :              :       
16:23:14 : surround   : black mantle              : FashionZ                  :                           :              :              :       
