Version     :: 0.0.11.0
DateTime    :: 11/7/2023 01:41:36 AM
RegExType   :: Damage :: Spell
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?)[r']{1}[s]* (?<ability>.*?) (?<type>\w{3,11}?)s (?<target>.*) for (?<value>\d*) .*[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
01:42:19 : strike     : Bog                       : Sax                       : Unholy Blast              :              :              : 476   
01:42:19 : poison     : lover                     : LogicNC                   : Steal Breath              :              :              : 73    
01:42:19 : hurt       : Miha                      : LogicNC                   : Dread Dissonance          :              :              : 269   
01:42:19 : strike     : HuntyPet                  : LogicNC                   : holy weapon               :              :              : 320   
01:42:20 : freeze     : lover                     : LogicNC                   : Shadow Bolt               :              :              : 45    
01:42:20 : poison     : SeeNo                     : Sax                       : Steal Breath              :              :              : 121   
01:42:20 : strike     : Yuckfou                   : Fkrah                     : Unholy Storm              :              :              : 498   
01:42:20 : strike     : Yuckfou                   : Vashteera's Thrall        : Unholy Storm              :              :              : 555   
01:42:20 : hurt       : Miha                      : deez                      : Dread Dissonance          :              :              : 457   
01:42:20 : strike     : Yuckfou                   : Dispel                    : Unholy Storm              :              :              : 564   
01:42:20 : strike     : Bog                       : Sax                       : Unholy Blast              :              :              : 578   
01:42:20 : burn       : Sniper                    : Vashteera's Companion     : Incendiary Blast          :              :              : 235   
