Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Power :: Execute-prepare
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?) (?<event_type>prepare) to (?<type>execute)s? [\Wa]*(?<ability>.*)[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:20:49 : execute    : YOU                       :                           : Circle Swing              : prepare      :              :       
16:20:50 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:50 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:51 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:52 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:52 : execute    : YOU                       :                           : Chant of the Dwarves      : prepare      :              :       
16:20:52 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:53 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:53 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:54 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:54 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:20:55 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:55 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:55 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:55 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:56 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:56 : execute    : YOU                       :                           : Batter                    : prepare      :              :       
16:21:12 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:21:13 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:21:13 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:21:13 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:21:14 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:21:14 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:21:15 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
