Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Heal :: CatchAll
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?)[r']?[s]? (?<ability>.*) (?<type>heal)s (?<target>.*) for (?<value>\d*) points[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:13:02 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 298   
16:13:02 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 292   
16:13:02 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 317   
16:13:02 : heal       : sudo                      : Sax                       : Divine Recovery           :              :              : 217   
16:13:02 : heal       : Bourbon                   : lover                     : Tend the Wounded          :              :              : 526   
16:13:03 : heal       : sudo                      : Miha                      : Prayer of Recovery        :              :              : 243   
16:13:03 : heal       : sudo                      : YOU                       : Prayer of Recovery        :              :              : 204   
16:13:03 : heal       : sudo                      : Dispel                    : Prayer of Recovery        :              :              : 249   
16:13:03 : heal       : sudo                      : sudo                      : Prayer of Recovery        :              :              : 222   
16:13:03 : heal       : sudo                      : Sniper                    : Prayer of Recovery        :              :              : 187   
16:13:03 : heal       : sudo                      : Sax                       : Prayer of Recovery        :              :              : 217   
16:13:03 : heal       : sudo                      : Saas                      : Prayer of Recovery        :              :              : 214   
16:13:03 : heal       : sudo                      : Bourbon                   : Prayer of Recovery        :              :              : 168   
16:13:03 : heal       : sudo                      : HuntyPet                  : Prayer of Recovery        :              :              : 280   
16:13:03 : heal       : sudo                      : lover                     : Prayer of Recovery        :              :              : 177   
16:13:03 : heal       : sudo                      : YOU                       : Tend the Wounded          :              :              : 907   
16:13:03 : heal       : Bourbon                   : Bourbon                   : Divine Recovery           :              :              : 247   
16:13:03 : heal       : Bourbon                   : YOU                       : Divine Recovery           :              :              : 245   
16:13:03 : heal       : Drooley                   : PBAOE                     : Prayer of Mending         :              :              : 534   
16:13:03 : heal       : Drooley                   : Tupac                     : Prayer of Mending         :              :              : 430   
